timestamp,decision,setup_family,direction,h1_context,m15_zone,edge_id,sweep_id,entry,SL,TP1,R_abs,R_abs_bps,R_abs_ATR,TP1_R,body_ratio,acceptance_close_strength,opposite_wick_ratio,entry_edge_dist_band,acceptance_weakness_count,v10_1_result,v11_result,v11_1_result,duplicate_state,cooldown_state,setup_id,reason_tags
2025-05-01 05:50:00,CANCEL,SRR-1,short,unclear,upper_edge,H:95118.2@20,SWH:95140.0,95118.2,95148.90285714286,94239.2,30.702857142867288,3.2278635574335186,0.34486521181012436,28.62925739809216,0.3882082695252284,0.9150076569678,0.08499234303220005,0.0,0.0,PASS,CANCEL,,,clear,BTCUSDT|short|H:95118.2@20|SWH:95140.0,"v10_1_pass,v11_quality_fail,r_abs_bps_low,r_abs_atr_low"
2025-05-01 05:55:00,CANCEL,SRR-1,short,unclear,upper_edge,H:95118.2@20,SWH:95140.0,95118.2,95149.13785714285,94239.2,30.937857142853318,3.2525696599445024,0.3385679668568322,28.41179322605574,0.336772983114556,0.6369606003752321,0.026266416510211894,0.0,1.0,PASS,CANCEL,,,clear,BTCUSDT|short|H:95118.2@20|SWH:95140.0,"v10_1_pass,body_not_aligned,v11_quality_fail,r_abs_bps_low,r_abs_atr_low"
2025-05-01 06:05:00,CANCEL,SRR-1,short,unclear,upper_edge,H:95140.0@20,SWH:95146.2,95140.0,95156.17357142858,94343.4,16.173571428575087,1.6999759752548966,0.16216429134143862,49.2531908315928,0.5623700623701399,1.0,0.0,0.0,0.0,PASS,CANCEL,,,clear,BTCUSDT|short|H:95140.0@20|SWH:95146.2,"v10_1_pass,v11_quality_fail,r_abs_bps_low,r_abs_atr_low"
2025-05-01 06:10:00,CANCEL,SRR-1,short,unclear,upper_edge,H:95140.0@20,SWH:95146.2,95140.0,95156.16,94343.4,16.160000000003492,1.698549505991538,0.1622489959839698,49.294554455435254,0.34598540145981155,0.47153284671537093,0.528467153284629,0.0,2.0,PASS,CANCEL,,,clear,BTCUSDT|short|H:95140.0@20|SWH:95146.2,"v10_1_pass,weak_close_strength,opposite_wick_high,v11_quality_fail,r_abs_bps_low,r_abs_atr_low,close_strength_low"
2025-05-01 09:05:00,CANCEL,SRR-1,short,unclear,upper_edge,H:95174.9@20,SWH:95180.9,95174.9,95187.59285714285,94660.2,12.692857142857974,1.333634933460185,0.1896478121665012,40.55036578502806,0.4934426229509151,0.7868852459016393,0.21311475409836064,0.0,0.0,PASS,CANCEL,,,clear,BTCUSDT|short|H:95174.9@20|SWH:95180.9,"v10_1_pass,v11_quality_fail,r_abs_bps_low,r_abs_atr_low"
2025-05-01 09:10:00,CANCEL,SRR-1,short,unclear,upper_edge,H:95174.9@20,SWH:95180.9,95174.9,95187.48642857143,94660.2,12.586428571434226,1.3224525133658378,0.19109641036772676,40.893252369313444,0.9358974358974,1.0,0.0,0.0,0.0,PASS,CANCEL,,,clear,BTCUSDT|short|H:95174.9@20|SWH:95180.9,"v10_1_pass,v11_quality_fail,r_abs_bps_low,r_abs_atr_low"
2025-05-01 20:10:00,CANCEL,SRR-1,long,unclear,lower_edge,L:96344.4@20,SWL:96244.0,96344.4,96226.22642857143,97388.0,118.17357142856054,12.265743668398011,0.6648836555077182,8.831077773010298,0.754134165366651,0.7550702028081123,0.24492979719188768,0.0,0.0,PASS,CANCEL,,,clear,BTCUSDT|long|L:96344.4@20|SWL:96244.0,"v10_1_pass,v11_quality_fail,r_abs_bps_low,r_abs_atr_low"
2025-05-02 00:35:00,CANCEL,SRR-1,short,unclear,upper_edge,H:96834.4@20,SWH:96999.9,96834.4,97013.4807142857,96122.4,179.08071428570838,18.493501718987094,1.3186398779781698,3.9758608448705606,0.07290294246818635,0.9038208168642555,0.023276240667558096,0.0,2.0,PASS,CANCEL,,,clear,BTCUSDT|short|H:96834.4@20|SWH:96999.9,"v10_1_pass,weak_body_ratio,body_not_aligned,v11_quality_fail,r_abs_bps_low,body_ratio_low"
2025-05-02 00:40:00,CANCEL,SRR-1,short,unclear,upper_edge,H:96834.4@20,SWH:96999.9,96834.4,97013.68428571428,96122.4,179.2842857142823,18.514524354390826,1.3006425536324644,3.9713463852302366,0.975903614457931,0.9991394148021405,0.0008605851978594781,0.0,0.0,PASS,CANCEL,,,clear,BTCUSDT|short|H:96834.4@20|SWH:96999.9,"v10_1_pass,v11_quality_fail,r_abs_bps_low"
2025-05-02 03:50:00,CANCEL,SRR-1,short,unclear,upper_edge,H:97173.8@20,SWH:97193.7,97173.8,97202.95714285714,96122.4,29.157142857133294,3.0005148360086045,0.31496913580236585,36.0597746202963,0.5153913808266735,0.9991204925241353,0.000879507475864761,0.0,0.0,PASS,CANCEL,,,clear,BTCUSDT|short|H:97173.8@20|SWH:97193.7,"v10_1_pass,v11_quality_fail,r_abs_bps_low,r_abs_atr_low"
2025-05-02 04:10:00,CANCEL,SRR-1,short,unclear,upper_edge,H:97193.7@20,SWH:97262.0,97193.7,97272.99428571429,96122.4,79.29428571429162,8.158377108217058,0.7212318087318638,13.510431304722845,0.284981684981749,0.8505494505494932,0.14945054945050681,0.0,1.0,PASS,CANCEL,,,clear,BTCUSDT|short|H:97193.7@20|SWH:97262.0,"v10_1_pass,weak_body_ratio,v11_quality_fail,r_abs_bps_low,body_ratio_low"
